filename,split
224_IM-0837-1001.dcm.png,train
226_IM-0851-1001.dcm.png,train
227_IM-0859-12012.dcm.png,train
227_IM-0859-4004.dcm.png,train
228_IM-0866-3001.dcm.png,train
233_IM-0899-1001.dcm.png,train
236_IM-0924-1001.dcm.png,train
237_IM-0930-2001.dcm.png,train
240_IM-0950-1001.dcm.png,train
241_IM-0955-1001.dcm.png,train
242_IM-0963-1001.dcm.png,train
245_IM-0985-1001.dcm.png,train
246_IM-0992-1002001.dcm.png,train
247_IM-1000-1001.dcm.png,train
248_IM-1008-85149002.dcm.png,train
249_IM-1016-1001.dcm.png,train
250_IM-1025-1001.dcm.png,train
251_IM-1032-1001.dcm.png,train
251_IM-1032-3001.dcm.png,train
252_IM-1038-1001.dcm.png,train
253_IM-1045-1001.dcm.png,train
254_IM-1051-1001.dcm.png,train
256_IM-1064-1001.dcm.png,train
257_IM-1072-1001.dcm.png,train
259_IM-1083-1001.dcm.png,train
261_IM-1100-1001.dcm.png,train
261_IM-1100-12012.dcm.png,train
264_IM-1125-1001.dcm.png,train
266_IM-1141-4004.dcm.png,train
267_IM-1147-1001.dcm.png,train
270_IM-1168-1001.dcm.png,train
278_IM-1218-1001.dcm.png,train
279_IM-1224-1001-0002.dcm.png,train
282_IM-1243-1001.dcm.png,train
283_IM-1248-1001.dcm.png,train
284_IM-1252-5005.dcm.png,train
286_IM-1267-3001.dcm.png,train
287_IM-1276-4004.dcm.png,train
288_IM-1284-1001.dcm.png,train
289_IM-1292-0001-0001.dcm.png,train
290_IM-1303-1001.dcm.png,train
291_IM-1313-1001.dcm.png,train
292_IM-1322-1001.dcm.png,train
294_IM-1340-3001.dcm.png,train
295_IM-1348-1001.dcm.png,train
297_IM-1361-4004.dcm.png,train
298_IM-1369-1001.dcm.png,train
299_IM-1377-1001.dcm.png,train
300_IM-1385-1001.dcm.png,train
303_IM-1404-1001.dcm.png,train
304_IM-1413-12012.dcm.png,train
304_IM-1413-4004.dcm.png,train
306_IM-1426-1001.dcm.png,train
307_IM-1432-1001.dcm.png,train
308_IM-1439-1001.dcm.png,train
309_IM-1444-1001.dcm.png,train
312_IM-1466-1001.dcm.png,train
314_IM-1477-1001.dcm.png,train
317_IM-1493-1001.dcm.png,train
318_IM-1500-1001.dcm.png,train
319_IM-1505-1001.dcm.png,train
321_IM-1516-0001-0002.dcm.png,train
322_IM-1521-1001.dcm.png,train
323_IM-1526-1001.dcm.png,train
324_IM-1534-1001.dcm.png,train
326_IM-1546-2002.dcm.png,train
327_IM-1552-1001.dcm.png,train
328_IM-1560-1001.dcm.png,train
329_IM-1571-1004003.dcm.png,train
330_IM-1577-0001-0002.dcm.png,train
331_IM-1584-1001.dcm.png,train
332_IM-1588-1001.dcm.png,train
333_IM-1594-1001.dcm.png,train
335_IM-1606-1001.dcm.png,train
336_IM-1613-1001.dcm.png,train
337_IM-1622-1001.dcm.png,train
340_IM-1644-4004.dcm.png,train
341_IM-1648-1001.dcm.png,train
342_IM-1655-0001-0001.dcm.png,train
343_IM-1658-1001.dcm.png,train
344_IM-1664-1001.dcm.png,train
345_IM-1672-1001.dcm.png,train
346_IM-1680-12012.dcm.png,train
346_IM-1680-4004.dcm.png,train
348_IM-1690-1001.dcm.png,train
349_IM-1697-1001.dcm.png,train
350_IM-1705-0001-0001.dcm.png,train
351_IM-1712-1001.dcm.png,train
352_IM-1718-1001.dcm.png,train
353_IM-1726-1001.dcm.png,train
355_IM-1739-1001.dcm.png,train
356_IM-1744-1001.dcm.png,train
357_IM-1753-1001.dcm.png,train
358_IM-1759-1001.dcm.png,train
361_IM-1783-1001.dcm.png,train
363_IM-1798-4004.dcm.png,train
365_IM-1812-1001.dcm.png,train
368_IM-1832-1001.dcm.png,train
370_IM-1848-1001.dcm.png,train
372_IM-1858-4004.dcm.png,train
373_IM-1864-1001.dcm.png,train
375_IM-1874-1001.dcm.png,train
376_IM-1883-1001.dcm.png,train
377_IM-1889-1001.dcm.png,train
380_IM-1911-2001.dcm.png,train
383_IM-1932-1001.dcm.png,train
386_IM-1954-4004.dcm.png,train
387_IM-1962-1001.dcm.png,train
388_IM-1968-1001.dcm.png,train
389_IM-1973-1001.dcm.png,train
390_IM-1979-1001.dcm.png,train
391_IM-1986-1001.dcm.png,train
392_IM-1993-1001.dcm.png,train
393_IM-2002-1001.dcm.png,train
394_IM-2010-1001.dcm.png,train
395_IM-2019-1001.dcm.png,train
397_IM-2030-1001.dcm.png,train
398_IM-2039-1001.dcm.png,train
399_IM-2043-1001.dcm.png,train
402_IM-2051-1001.dcm.png,train
403_IM-2052-2001.dcm.png,train
405_IM-2053-1001.dcm.png,train
406_IM-2054-1001.dcm.png,train
407_IM-2054-1001.dcm.png,train
408_IM-2054-1001.dcm.png,train
410_IM-2056-1002.dcm.png,train
411_IM-2056-1001.dcm.png,train
414_IM-2057-1001.dcm.png,train
416_IM-2059-1001.dcm.png,train
417_IM-2060-1001.dcm.png,train
419_IM-2062-1001.dcm.png,train
420_IM-2064-1001.dcm.png,train
421_IM-2064-1001.dcm.png,train
423_IM-2066-0001-0003.dcm.png,train
425_IM-2068-1001.dcm.png,train
426_IM-2069-4004.dcm.png,train
427_IM-2070-1001.dcm.png,train
428_IM-2070-1001.dcm.png,train
429_IM-2070-1001.dcm.png,train
430_IM-2071-1001.dcm.png,train
431_IM-2072-1001.dcm.png,train
437_IM-2077-1001.dcm.png,train
440_IM-2078-5005.dcm.png,train
443_IM-2078-1001.dcm.png,train
444_IM-2079-1001.dcm.png,train
446_IM-2080-1001.dcm.png,train
448_IM-2080-1001.dcm.png,train
449_IM-2080-1001.dcm.png,train
451_IM-2082-1001.dcm.png,train
454_IM-2085-1001.dcm.png,train
455_IM-2086-4004.dcm.png,train
456_IM-2087-1001.dcm.png,train
457_IM-2088-1001-0001.dcm.png,train
458_IM-2089-1001.dcm.png,train
461_IM-2090-1001.dcm.png,train
463_IM-2091-1001.dcm.png,train
465_IM-2093-0001-0002.dcm.png,train
466_IM-2094-2002.dcm.png,train
468_IM-2096-1001.dcm.png,train
469_IM-2097-1001.dcm.png,train
471_IM-2099-2002.dcm.png,train
475_IM-2101-1001.dcm.png,train
476_IM-2101-1001.dcm.png,train
479_IM-2102-1001.dcm.png,train
482_IM-2106-2001.dcm.png,train
483_IM-2107-1001.dcm.png,train
484_IM-2108-1001.dcm.png,train
486_IM-2110-1001.dcm.png,train
487_IM-2110-1001.dcm.png,train
488_IM-2110-1001.dcm.png,train
489_IM-2110-1001.dcm.png,train
491_IM-2111-1001.dcm.png,train
493_IM-2113-1001.dcm.png,train
495_IM-2114-1001.dcm.png,train
497_IM-2114-1001.dcm.png,train
498_IM-2115-1001.dcm.png,train
499_IM-2116-1001.dcm.png,train
502_IM-2120-1001.dcm.png,train
503_IM-2121-1001.dcm.png,train
504_IM-2122-1001.dcm.png,train
505_IM-2123-1001.dcm.png,train
506_IM-2124-1001.dcm.png,train
508_IM-2125-1001.dcm.png,train
509_IM-2125-1001.dcm.png,train
510_IM-2126-1001.dcm.png,train
513_IM-2128-1001.dcm.png,train
515_IM-2129-1001.dcm.png,train
518_IM-2131-1001.dcm.png,train
520_IM-2131-1001.dcm.png,train
521_IM-2132-4004.dcm.png,train
525_IM-2136-1001.dcm.png,train
527_IM-2137-1001.dcm.png,train
529_IM-2137-1001.dcm.png,train
531_IM-2140-1001.dcm.png,train
532_IM-2140-1001.dcm.png,train
534_IM-2141-1001.dcm.png,train
535_IM-2142-1001.dcm.png,train
537_IM-2143-1001.dcm.png,train
539_IM-2145-1001.dcm.png,train
540_IM-2146-4004.dcm.png,train
541_IM-2147-1001.dcm.png,train
543_IM-2148-1001.dcm.png,train
544_IM-2148-1001.dcm.png,train
545_IM-2149-1001.dcm.png,train
547_IM-2151-1001.dcm.png,train
549_IM-2153-1001.dcm.png,train
551_IM-2154-1001.dcm.png,train
553_IM-2155-2001.dcm.png,train
554_IM-2155-1001.dcm.png,train
555_IM-2156-1001.dcm.png,train
556_IM-2156-1001-0002.dcm.png,train
557_IM-2157-2001.dcm.png,train
558_IM-2158-0001-0001.dcm.png,train
560_IM-2161-1001.dcm.png,train
562_IM-2163-1001.dcm.png,train
563_IM-2164-1001.dcm.png,train
564_IM-2165-1001.dcm.png,train
565_IM-2166-1001.dcm.png,train
567_IM-2167-1001.dcm.png,train
569_IM-2169-0001-0002.dcm.png,train
570_IM-2170-1001.dcm.png,train
571_IM-2170-1001.dcm.png,train
572_IM-2170-1001.dcm.png,train
573_IM-2171-12012.dcm.png,train
573_IM-2171-4004.dcm.png,train
575_IM-2173-1001.dcm.png,train
577_IM-2175-1001.dcm.png,train
579_IM-2176-1001.dcm.png,train
580_IM-2177-2002.dcm.png,train
581_IM-2178-1001.dcm.png,train
582_IM-2179-1001.dcm.png,train
584_IM-2181-1001.dcm.png,train
586_IM-2182-1001.dcm.png,train
587_IM-2182-2001.dcm.png,train
588_IM-2183-1001.dcm.png,train
590_IM-2185-2001.dcm.png,train
591_IM-2186-1001.dcm.png,train
596_IM-2188-26001.dcm.png,train
604_IM-2193-1001.dcm.png,train
605_IM-2194-1001.dcm.png,train
606_IM-2195-1001.dcm.png,train
607_IM-2196-1001.dcm.png,train
608_IM-2196-1001.dcm.png,train
609_IM-2197-1001.dcm.png,train
611_IM-2198-1001.dcm.png,train
612_IM-2199-1001.dcm.png,train
613_IM-2200-2001.dcm.png,train
615_IM-2200-1001.dcm.png,train
616_IM-2200-1001.dcm.png,train
619_IM-2202-1002.dcm.png,train
621_IM-2203-1001.dcm.png,train
622_IM-2204-1001.dcm.png,train
624_IM-2206-1001.dcm.png,train
626_IM-2206-1001.dcm.png,train
626_IM-2206-3001.dcm.png,train
628_IM-2208-4001.dcm.png,train
629_IM-2209-1001.dcm.png,train
630_IM-2211-1001.dcm.png,train
631_IM-2212-1001.dcm.png,train
632_IM-2213-1001.dcm.png,train
636_IM-2215-1001.dcm.png,train
637_IM-2216-4001.dcm.png,train
639_IM-2218-1001.dcm.png,train
640_IM-2219-1001.dcm.png,train
641_IM-2220-1001.dcm.png,train
645_IM-2224-1001.dcm.png,train
648_IM-2226-4004.dcm.png,train
649_IM-2227-1001.dcm.png,train
651_IM-2229-1001.dcm.png,train
652_IM-2229-1001.dcm.png,train
653_IM-2230-1001.dcm.png,train
654_IM-2231-1001.dcm.png,train
655_IM-2231-1001.dcm.png,train
657_IM-2233-0001-0001.dcm.png,train
659_IM-2235-1001.dcm.png,train
660_IM-2237-0001-0002.dcm.png,train
661_IM-2238-2002.dcm.png,train
663_IM-2239-1001.dcm.png,train
664_IM-2240-1001.dcm.png,train
666_IM-2241-1001.dcm.png,train
667_IM-2241-1001.dcm.png,train
668_IM-2242-1001.dcm.png,train
669_IM-2242-2001.dcm.png,train
671_IM-2245-1001.dcm.png,train
674_IM-2247-1001.dcm.png,train
675_IM-2247-1001.dcm.png,train
676_IM-2248-1001.dcm.png,train
677_IM-2249-1001.dcm.png,train
679_IM-2251-1001.dcm.png,train
680_IM-2251-1001.dcm.png,train
683_IM-2254-1001.dcm.png,train
686_IM-2254-1001.dcm.png,train
687_IM-2255-1001.dcm.png,train
688_IM-2256-1001.dcm.png,train
689_IM-2257-1001.dcm.png,train
690_IM-2258-1001.dcm.png,train
691_IM-2258-1001.dcm.png,train
694_IM-2260-4001.dcm.png,train
695_IM-2261-1001.dcm.png,train
697_IM-2262-2002.dcm.png,train
698_IM-2263-1001.dcm.png,train
699_IM-2263-1001.dcm.png,train
700_IM-2265-4004.dcm.png,train
701_IM-2266-1001.dcm.png,train
702_IM-2267-1001.dcm.png,train
704_IM-2267-1001.dcm.png,train
706_IM-2269-4004.dcm.png,train
707_IM-2270-1001.dcm.png,train
708_IM-2271-1001.dcm.png,train
709_IM-2272-3001.dcm.png,train
710_IM-2273-1001.dcm.png,train
713_IM-2275-1001.dcm.png,train
714_IM-2276-1001.dcm.png,train
714_IM-2276-3001.dcm.png,train
715_IM-2277-2001.dcm.png,train
717_IM-2279-1001.dcm.png,train
718_IM-2280-1001.dcm.png,train
720_IM-2281-1001.dcm.png,train
721_IM-2282-1001.dcm.png,train
723_IM-2283-1001.dcm.png,train
725_IM-2285-1001.dcm.png,train
725_IM-2285-3001.dcm.png,train
728_IM-2287-1001.dcm.png,train
729_IM-2288-1001.dcm.png,train
731_IM-2291-1001.dcm.png,train
732_IM-2292-1001-0002.dcm.png,train
733_IM-2293-0001-0002.dcm.png,train
734_IM-2293-0001-0002.dcm.png,train
735_IM-2294-1001.dcm.png,train
735_IM-2294-3001.dcm.png,train
738_IM-2296-1001.dcm.png,train
740_IM-2297-2001.dcm.png,train
741_IM-2297-1001.dcm.png,train
742_IM-2298-1001.dcm.png,train
744_IM-2299-1001.dcm.png,train
745_IM-2299-1001.dcm.png,train
746_IM-2300-3001.dcm.png,train
748_IM-2302-1001.dcm.png,train
749_IM-2302-1001.dcm.png,train
750_IM-2304-1001.dcm.png,train
751_IM-2305-1001.dcm.png,train
752_IM-2305-1001.dcm.png,train
753_IM-2306-1001.dcm.png,train
754_IM-2306-1001.dcm.png,train
758_IM-2309-1001.dcm.png,train
759_IM-2309-1001.dcm.png,train
760_IM-2310-1001.dcm.png,train
761_IM-2310-1001.dcm.png,train
762_IM-2310-1001.dcm.png,train
764_IM-2311-3001.dcm.png,train
765_IM-2311-2001.dcm.png,train
767_IM-2312-1001.dcm.png,train
767_IM-2312-3001.dcm.png,train
769_IM-2314-1001.dcm.png,train
770_IM-2316-1001.dcm.png,train
771_IM-2316-2001.dcm.png,train
773_IM-2318-1001.dcm.png,train
774_IM-2318-1001.dcm.png,train
776_IM-2319-1001.dcm.png,train
777_IM-2320-4004.dcm.png,train
780_IM-2323-2001.dcm.png,train
783_IM-2325-1001.dcm.png,train
784_IM-2325-1001-0002.dcm.png,train
788_IM-2328-1001.dcm.png,train
790_IM-2329-1001.dcm.png,train
791_IM-2330-1001.dcm.png,train
792_IM-2330-1001.dcm.png,train
793_IM-2330-1001.dcm.png,train
794_IM-2331-1001.dcm.png,train
795_IM-2331-1001.dcm.png,train
796_IM-2332-1001.dcm.png,train
797_IM-2332-1001.dcm.png,train
799_IM-2333-1001.dcm.png,train
800_IM-2334-4004-0001.dcm.png,train
800_IM-2334-4004-0002.dcm.png,train
801_IM-2335-1001.dcm.png,train
804_IM-2338-2001.dcm.png,train
806_IM-2340-0001-0002.dcm.png,train
808_IM-2341-2001.dcm.png,train
809_IM-2342-1001.dcm.png,train
810_IM-2343-1001.dcm.png,train
811_IM-2343-1001.dcm.png,train
813_IM-2344-1001.dcm.png,train
814_IM-2345-1001.dcm.png,train
818_IM-2349-1001.dcm.png,train
819_IM-2349-1001.dcm.png,train
820_IM-2351-1001.dcm.png,train
821_IM-2351-1001.dcm.png,train
822_IM-2352-1001.dcm.png,train
824_IM-2354-1001.dcm.png,train
826_IM-2355-1001.dcm.png,train
827_IM-2356-1001.dcm.png,train
828_IM-2357-1001.dcm.png,train
831_IM-2358-4004.dcm.png,train
834_IM-2359-1001.dcm.png,train
835_IM-2360-1001.dcm.png,train
836_IM-2360-2001.dcm.png,train
838_IM-2362-1001.dcm.png,train
839_IM-2363-1001.dcm.png,train
842_IM-2366-1001.dcm.png,train
843_IM-2366-1001.dcm.png,train
845_IM-2367-1001.dcm.png,train
849_IM-2371-1001.dcm.png,train
850_IM-2373-0001-0001.dcm.png,train
855_IM-2376-1001.dcm.png,train
856_IM-2377-1001.dcm.png,train
858_IM-2379-1001.dcm.png,train
861_IM-2382-1001.dcm.png,train
862_IM-2383-1001.dcm.png,train
863_IM-2383-1001.dcm.png,train
863_IM-2383-3001.dcm.png,train
864_IM-2384-1001.dcm.png,train
867_IM-2387-1001.dcm.png,train
869_IM-2389-2001.dcm.png,train
871_IM-2391-2001.dcm.png,train
872_IM-2391-1001.dcm.png,train
879_IM-2393-12012.dcm.png,train
880_IM-2395-1001.dcm.png,train
881_IM-2396-1001.dcm.png,train
887_IM-2400-1001.dcm.png,train
889_IM-2401-1001.dcm.png,train
890_IM-2403-1001.dcm.png,train
896_IM-2406-1001.dcm.png,train
897_IM-2406-1001.dcm.png,train
901_IM-2409-2001.dcm.png,train
901_IM-2409-3001.dcm.png,train
902_IM-2409-1001.dcm.png,train
906_IM-2411-1001.dcm.png,train
907_IM-2412-82526002.dcm.png,train
909_IM-2414-1001.dcm.png,train
910_IM-2416-2001.dcm.png,train
911_IM-2417-1001.dcm.png,train
912_IM-2417-1001.dcm.png,train
914_IM-2417-1001.dcm.png,train
916_IM-2419-1001.dcm.png,train
917_IM-2419-1001.dcm.png,train
918_IM-2420-4004.dcm.png,train
921_IM-2423-1001.dcm.png,train
922_IM-2423-2001.dcm.png,train
925_IM-2425-2001.dcm.png,train
926_IM-2425-1001.dcm.png,train
927_IM-2425-1001.dcm.png,train
928_IM-2426-1001.dcm.png,train
929_IM-2427-1001.dcm.png,train
930_IM-2429-2001.dcm.png,train
931_IM-2429-1001.dcm.png,train
932_IM-2430-4004.dcm.png,train
936_IM-2432-1001.dcm.png,train
938_IM-2434-1001.dcm.png,train
939_IM-2435-1001.dcm.png,train
941_IM-2438-1001.dcm.png,train
943_IM-2439-5005.dcm.png,train
944_IM-2440-1001.dcm.png,train
947_IM-2442-2001.dcm.png,train
949_IM-2444-1001.dcm.png,train
950_IM-2446-1003002.dcm.png,train
952_IM-2447-2002.dcm.png,train
955_IM-2449-1001.dcm.png,train
956_IM-2449-1001.dcm.png,train
957_IM-2449-1001.dcm.png,train
958_IM-2449-1001.dcm.png,train
960_IM-2451-4004.dcm.png,train
963_IM-2454-1001.dcm.png,train
964_IM-2454-1001.dcm.png,train
965_IM-2455-1001.dcm.png,train
967_IM-2457-2002.dcm.png,train
968_IM-2458-1001.dcm.png,train
969_IM-2459-1001.dcm.png,train
970_IM-2460-2001.dcm.png,train
971_IM-2461-2001.dcm.png,train
974_IM-2463-1001.dcm.png,train
975_IM-2464-1001.dcm.png,train
976_IM-2464-1001.dcm.png,train
977_IM-2465-1001.dcm.png,train
979_IM-2466-1001.dcm.png,train
980_IM-2468-1001.dcm.png,train
982_IM-2470-1001.dcm.png,train
983_IM-2471-1001.dcm.png,train
984_IM-2471-1001.dcm.png,train
986_IM-2473-2002.dcm.png,train
987_IM-2474-1001.dcm.png,train
988_IM-2474-1001.dcm.png,train
989_IM-2475-1002001.dcm.png,train
990_IM-2476-1001.dcm.png,train
991_IM-2476-1001.dcm.png,train
992_IM-2477-0001-0002.dcm.png,train
993_IM-2478-1001.dcm.png,train
995_IM-2478-1001.dcm.png,train
999_IM-2480-1001.dcm.png,train
999_IM-2480-3001.dcm.png,train
1000_IM-0003-1001.dcm.png,train
1000_IM-0003-3001.dcm.png,train
1001_IM-0004-1001.dcm.png,train
1004_IM-0005-1001.dcm.png,train
1005_IM-0006-1001.dcm.png,train
1007_IM-0008-1001.dcm.png,train
1007_IM-0008-3001.dcm.png,train
1008_IM-0009-4004.dcm.png,train
1009_IM-0010-1001.dcm.png,train
1013_IM-0013-1001.dcm.png,train
1017_IM-0013-1001.dcm.png,train
1018_IM-0014-5001.dcm.png,train
1019_IM-0015-1001.dcm.png,train
1023_IM-0018-1001.dcm.png,train
1025_IM-0020-1001.dcm.png,train
1026_IM-0021-2002.dcm.png,train
1028_IM-0022-1001.dcm.png,train
1030_IM-0024-1001.dcm.png,train
1032_IM-0026-1001-0002.dcm.png,train
1033_IM-0027-4004.dcm.png,train
1034_IM-0028-1001.dcm.png,train
1039_IM-0030-1002.dcm.png,train
1042_IM-0034-1001.dcm.png,train
1043_IM-0035-0001-0002.dcm.png,train
1044_IM-0036-1001.dcm.png,train
1045_IM-0036-1001.dcm.png,train
1046_IM-0036-1001.dcm.png,train
1048_IM-0036-1001.dcm.png,train
1050_IM-0038-4004.dcm.png,train
1051_IM-0039-5001.dcm.png,train
1053_IM-0040-1001.dcm.png,train
1054_IM-0040-1001.dcm.png,train
1055_IM-0040-1001.dcm.png,train
1056_IM-0040-1001.dcm.png,train
1056_IM-0040-1002.dcm.png,train
1057_IM-0041-1001.dcm.png,train
1058_IM-0041-1001.dcm.png,train
1059_IM-0041-1001.dcm.png,train
1060_IM-0042-1001.dcm.png,train
1062_IM-0043-1001.dcm.png,train
1063_IM-0044-84654001.dcm.png,train
1064_IM-0045-1001.dcm.png,train
1073_IM-0053-1001.dcm.png,train
1075_IM-0054-1001.dcm.png,train
1077_IM-0054-1001.dcm.png,train
1079_IM-0056-1001.dcm.png,train
1081_IM-0057-2002.dcm.png,train
1082_IM-0058-1001.dcm.png,train
1084_IM-0058-1001.dcm.png,train
1085_IM-0059-1001.dcm.png,train
1087_IM-0060-1002001.dcm.png,train
1088_IM-0061-1001.dcm.png,train
1089_IM-0061-1001.dcm.png,train
1091_IM-0062-1001.dcm.png,train
1092_IM-0063-1001.dcm.png,train
1093_IM-0064-1001.dcm.png,train
1094_IM-0065-1001.dcm.png,train
1097_IM-0067-1001.dcm.png,train
1098_IM-0067-1001.dcm.png,train
1099_IM-0067-1001.dcm.png,train
1101_IM-0068-1001.dcm.png,train
1101_IM-0068-3001.dcm.png,train
1102_IM-0069-12012.dcm.png,train
1102_IM-0069-4004.dcm.png,train
1103_IM-0070-1001.dcm.png,train
1109_IM-0076-1001.dcm.png,train
1110_IM-0076-1001.dcm.png,train
1111_IM-0077-4004.dcm.png,train
1112_IM-0078-1001.dcm.png,train
1113_IM-0078-1001.dcm.png,train
1114_IM-0079-1001.dcm.png,train
1115_IM-0079-1001.dcm.png,train
1116_IM-0079-1001.dcm.png,train
1117_IM-0079-1001.dcm.png,train
1118_IM-0079-1001.dcm.png,train
1119_IM-0080-1001.dcm.png,train
1121_IM-0080-1001.dcm.png,train
1122_IM-0080-1001-0001.dcm.png,train
1122_IM-0080-1001-0002.dcm.png,train
1123_IM-0080-1001.dcm.png,train
1124_IM-0081-2001.dcm.png,train
1125_IM-0082-2001.dcm.png,train
1129_IM-0085-1001.dcm.png,train
1130_IM-0087-1001.dcm.png,train
1133_IM-0090-1001.dcm.png,train
1134_IM-0091-1001.dcm.png,train
1135_IM-0091-1001.dcm.png,train
1138_IM-0094-1001.dcm.png,train
1139_IM-0095-1001.dcm.png,train
1141_IM-0096-1001.dcm.png,train
1144_IM-0097-1001.dcm.png,train
1145_IM-0097-2002.dcm.png,train
1146_IM-0098-1001.dcm.png,train
1148_IM-0100-1001.dcm.png,train
1150_IM-0102-1003.dcm.png,train
1153_IM-0104-1001.dcm.png,train
1154_IM-0104-1001.dcm.png,train
1157_IM-0106-1001.dcm.png,train
1158_IM-0107-1001.dcm.png,train
1159_IM-0107-1001.dcm.png,train
1160_IM-0107-1001.dcm.png,train
1161_IM-0107-1001.dcm.png,train
1165_IM-0110-1001.dcm.png,train
1166_IM-0111-1001.dcm.png,train
1167_IM-0112-1001.dcm.png,train
1168_IM-0112-1001.dcm.png,train
